Wall time,Step,Value
1598690325.241097,432270,1.0
1598690667.4723701,433611,1.0
1598690704.954598,433775,1.0
1598690931.2636287,434669,1.0
1598690996.8489237,434910,1.0
1598690998.5231812,434919,1.0
1598691152.3585527,435522,1.0
1598691178.0221481,435629,1.0
1598691185.7859077,435671,1.0
1598691328.1498728,436210,1.0
1598691625.0261195,437396,0.96875
1598691862.354556,438308,1.0
1598691891.5559075,438427,1.0
1598691992.2589395,438825,1.0
1598692234.6959043,439799,1.0
1598692562.03882,441079,0.96875
1598692766.6859713,441889,1.0
1598692860.1751897,442250,1.0
1598692868.7515733,442289,0.96875
1598692933.5985436,442536,1.0
1598692959.3131635,442636,1.0
1598692962.6798434,442654,1.0
1598693064.6087956,443054,1.0
1598693247.7715216,443785,1.0
1598693264.9307303,443839,1.0
1598693526.8829358,444875,1.0
1598693650.392355,445351,1.0
1598693670.3319745,445419,1.0
1598693812.9241953,445998,1.0
1598694204.2394693,447503,1.0
1598694424.9402692,448394,1.0
1598694442.2995296,448455,1.0
1598694489.881805,448640,1.0
1598694576.3369353,448997,1.0
1598694638.335579,449221,1.0
1598694691.0012295,449431,0.96875
1598694943.8753023,450432,1.0
1598694951.2236342,450465,1.0
1598695323.2079368,451926,1.0
1598695403.7091336,452252,1.0
1598695479.1139374,452548,1.0
1598695610.8920445,453073,1.0
1598695651.6098316,453220,1.0
1598695654.2136714,453234,1.0
1598695741.661117,453583,1.0
1598695857.1467915,454019,1.0
1598695949.9444714,454398,1.0
1598696276.4434268,455675,1.0
1598696721.9493992,457416,1.0
1598696856.074918,457958,1.0
1598696982.3481126,458449,1.0
1598696997.7160094,458502,1.0
1598697250.3795297,459502,1.0
1598697367.304852,459981,1.0
1598697466.2011545,460366,1.0
1598697631.288231,461004,1.0
1598697711.1673234,461321,1.0
1598697796.010653,461663,1.0
1598698002.6980221,462470,1.0
1598698221.1950748,463315,0.96875
1598698224.5671844,463333,1.0
1598698526.2309234,464523,1.0
1598698965.8591466,466270,1.0
1598699120.9366782,466886,1.0
1598699142.0085266,466960,1.0
1598699166.3856907,467061,1.0
1598699374.6178908,467880,1.0
1598699552.9863577,468579,1.0
1598699556.8832743,468600,1.0
1598699670.1240926,469020,1.0
1598699760.1935346,469393,1.0
1598699901.6101518,469933,1.0
1598700060.4556441,470568,1.0
1598700407.0766778,471934,1.0
1598700463.8807285,472160,1.0
1598700545.4611912,472492,1.0
1598700587.6826067,472648,0.96875
1598700614.515341,472754,1.0
1598700640.8969357,472865,1.0
1598701307.4798498,475481,1.0
1598701525.7249606,476325,1.0
1598701554.215855,476439,1.0
1598701610.1858654,476663,1.0
1598701666.86446,476897,1.0
1598701728.2432468,477122,0.875
1598701731.3061576,477132,1.0
1598701832.0018017,477536,1.0
1598702070.084609,478488,1.0
1598702137.3559134,478737,1.0
1598702142.004786,478762,1.0
1598702213.607349,479039,1.0
1598702242.4584877,479162,1.0
1598702401.6284184,479795,1.0
1598702560.9725916,480406,1.0
1598702667.6984637,480834,1.0
1598702746.85337,481145,1.0
1598702781.5611782,481293,1.0
1598702790.5446086,481307,1.0
1598702806.2655046,481385,1.0
1598703643.7629354,484672,1.0
1598703712.4016325,484940,1.0
1598703717.7239275,484969,1.0
1598703745.6224284,485079,1.0
1598704116.0550616,486526,1.0
1598704213.9807332,486901,1.0
1598704600.4656098,488433,1.0
1598704703.548585,488838,1.0
1598705067.0601666,490271,1.0
1598705115.9143589,490463,1.0
1598705132.836245,490515,1.0
1598705287.4672723,491127,1.0
1598705575.2729287,492272,1.0
1598705623.845016,492461,1.0
1598706068.6182797,494204,1.0
1598706084.8922334,494284,1.0
1598706206.8019779,494754,1.0
1598706506.2155664,495907,1.0
1598706642.0801487,496441,1.0
1598706948.3537288,497650,1.0
1598707205.7298868,498665,1.0
1598707259.1187744,498882,1.0
1598707297.9883204,499019,1.0
1598707323.2522204,499118,1.0
1598707540.704454,499999,1.0
